id,title,functions,contacts,contact,address,lal
263,吉林省世通汽车销售服务有限公司,,431003,88535056,长春市正阳街3928号,"125.278544,43.874108"
270,延吉嘉航汽车销售服务有限公司,,433701,8189999,吉林省延吉市人民路东段南侧,"129.536628,42.90136"
272,四平市鹏达汽车贸易有限公司,,434011,3203328,吉林省四平市经济开发区大路3999号,"124.45679,43.14389"
273,四平市华荣汽车销售服务有限公司,,434802,3336333,四平市经济开发区开发大路4117号,"124.45679,43.143747"
278,辽源市隆腾汽车销售有限公司,,437001,3521888,辽源市福镇街辽河半岛小区东大门旁,"125.170725,42.90784"
281,白城市巡航汽车贸易有限公司,,438801,5068111,吉林省白城市洮白一级公路888号,"122.838581,45.611103"
286,齐齐哈尔市成功汽车销售有限责任公司,,452001,2228988,齐齐哈尔市龙沙区永安南大街165号,"123.938425,47.311303"
293,佳木斯新世纪汽车销售有限公司,,454001,5177077,佳木斯市郊区友谊路沿江乡宝马4S店南500米吉利汽车4S店,"130.338546,46.815627"
298,嫩江县元亨汽车销售维修有限责任公司,,456002,7514000,嫩江县新建街四委四十组,"125.233726,49.158824"
306,黑龙江省鹏鹰汽车销售服务有限公司,,467001,2666000,黑龙江省鸡西市城子河区佳和路31号,"131.003301,45.324201"
311,呼伦贝尔市蒙盛汽车销售有限公司,,470002,8223843,海拉尔区建设办牙克石路（中俄蒙汽车江苏金龙4S店1号）,"119.784009,49.224152"
312,内蒙古威风汽车销售有限公司,,471002,2330666,呼和浩特市新城区兴安北路5303工厂北500米路东,"111.700001,40.869752"
316,内蒙古森威汽车贸易有限责任公司,,471801,3606185,呼和浩特市回民区金海路草原明珠小区综合楼8号,"111.611987,40.825996"
318,包头市虹桥汽车销售有限责任公司,,472006,7151852,包头市建设路中段,"109.939574,40.632312"
319,包头市吉亨汽贸有限公司,,472007,5135399,包头市稀土高新区稀土路4号恒通汽车城一排,"110.068789,40.5778"
320,包头市吉好汽车销售服务有限公司,,472008,2256123,包头市青山区110国道731公里处（民族东路与110国道交叉口西）,"109.868926,40.707053"
324,乌海市普鑫商贸有限责任公司,,473801,2085896,海渤湾区海达街三金汽贸大厦12号展厅,"106.814369,39.658836"
331,赤峰泰通贸易有限责任公司,,476005,8773036,内蒙古赤峰市红山区桥北镇红山物流园区2号路北段,"118.942345,42.327523"
336,鄂尔多斯市蒙凯通达汽车销售有限公司,,477701,8101368,鄂尔多斯市东胜区铜川镇工业园区,"110.112005,39.789265"
340,巴彦淖尔市龙呈商贸有限公司,,478702,8219338,巴彦淖尔市临五路东段路南,"107.436993,40.787757"
344,成都吉利汽车超市连锁有限公司,,280016,85038999,成都市武侯区武科西三路2号,"104.009358,30.711373"
348,资阳市弘毅汽贸有限公司,,280703,26668999,资阳市雁江区大千路C段8号,"104.629895,30.110827"
354,西安国利汽车服务有限公司,,290007,82378040,西安市三桥西部国际车城内,"108.827514,34.29371"
360,西咸新区新天路汽车销售服务有限公司,,290807,029-33627999,陕西省咸阳市秦都区汽车产业园,"108.681749,34.375051"
361,陕西万顺汽车贸易有限公司,,298010,88699090,陕西省西安市未央区天台路13号,"108.9209,34.27684"
366,河北众意汽车销售服务有限公司,,311007,85662811,河北省石家庄市北二环东路68号,"114.554733,38.077234"
373,保定市元通汽车贸易有限公司,,312004,5067099,保定市长城南大街1655号,"115.512908,38.832435"
374,高碑店市白沟众合通汽车贸易有限公司,,312006,2866677,高碑店市白沟新城兴胜大街与友谊东路交叉口,"116.047612,39.133783"
379,定州市长安汽车维修服务有限公司,,312802,2684567,河北省定州市清风北路,"114.968807,38.538889"
382,张家口利豪汽车销售有限公司,,313804,5908111,张家口市高新区张宣公路远大二手车交易市场院内,"114.919859,40.75019"
384,承德市永胜汽车销售有限公司,,314001,2260666,承德市开发区西区6号 ,"117.962647,40.930451"
386,承德庞大豪庭汽车销售有限公司,,314701,2100899,承德市双桥区大石庙镇太平庄二化厂南,"117.991658,40.893644"
390,唐山庞大豪盛汽车销售服务有限公司,,315703,3390688,唐山市开平区工业园区,"118.266676,39.634757"
392,河北汇竣汽车贸易有限公司,,316004,5903321,廊坊市解放道180号,"116.742623,39.524457"
393,廊坊市凯通汽车销售服务有限公司,,316012,2021000,廊坊市安次工业园区安铭路66号,"116.395453,39.138004"
394,固安县亚润汽车销售有限公司,,316703,5208111,河北省廊坊市固安县柳泉镇金海汽车交易市场,"116.748761,39.519786"
396,河间市谢氏汽车销售服务有限公司,,317004,7675888,河间市瀛州国际酒店西1000米路北,"116.096321,38.457942"
398,河北泰丽汽车贸易有限公司,,317011,2763444,河北省任丘市西环路西侧雁翎路南侧,"116.896505,38.287724"
399,沧州市润丰汽车销售有限公司,,317701,3088666,沧州市新华区解放东路芦家园村南,"116.892643,38.286479"
401,沧州泰丽汽车销售服务有限公司,,317803,3523399,河北省沧州市解放东路芦家园村南,"116.896505,38.287724"
405,衡水庞大豪庭汽车销售服务有限公司,,318701,5263030,衡水武邑县南郭庄村北（冀衡工业园威武大街西040省道北）,"115.643446,37.74133"
409,邢台天佑达汽车服务有限公司,,319009,3226668,邢台县豫让桥办事处长信村南,"114.533364,37.113075"
410,邢台京深汽车贸易有限公司,,319701,3927888,邢台市郭守敬大道789号,"114.543101,37.111588"
412,秦皇岛庞大信远汽车销售服务有限公司,,335701,3302333,河北省秦皇岛市经济技术开发区西环北路165号,"119.557196,39.951511"
413,秦皇岛万泽汽车销售有限公司,,335801,3600305,秦皇岛市海港区京沈高速公路北出口瑞通汽车园,"119.555727,39.977419"
415,朔州市恒煜汽车销售有限责任公司,,349801,2167518,朔州市朔城区北邢家河村（张辽路中段路面）,"112.426812,39.358861"
418,忻州市来福汽车贸易有限公司,,350801,3121877,忻州市和平西街大运路转盘南30米,"112.704349,38.431016"
419,山西盛隆汽车销售服务有限公司,,351007,2207999,太原市新晋祠路110号汇众汽车家园内,"112.538527,37.829188"
425,聊城鲁翔吉豪汽车销售有限公司,,635701,8529996,聊城市建设东路机动车交易市场内,"115.97113,36.478127"
429,茂名市本锐汽车有限公司,,668701,0668-2995299,茂名市茂名大道与茂南大道交汇处粤信汽车城,"110.9578,21.638958"
430,茂名市车博士汽车服务有限公司,,668801,2733003,茂名市茂港区羊角镇金煲村（茂名市油城九路转盘）,"110.954858,21.671048"
431,景洪南春经贸有限责任公司,,691701,2139990,景洪市勐腊路18号南春车市,"100.790094,22.001422"
435,襄阳英达尔汽车销售服务有限公司,,710701,2357888,襄阳市富康大道68号（富康大道与316国道交叉口））,"112.173502,32.090095"
438,湖北华恒汽车销售服务有限责任公司,,712001,0712-2518666,孝感市孝南经济开发区澴川路358号,"113.977135,30.911804"
440,湖北吉之星汽车销售有限公司,,714002,6383999,湖北省黄石市黄金山工业新区大棋路汽车市场,"114.902803,29.942118"
442,湖北永大汽车销售服务有限公司,,714702,02784611576,湖北武汉市汉阳区汉阳大道998号,"114.184419,30.570526"
443,湖北楚越汽车销售有限公司,,714801,0714-3860808,鄂州市鄂城区鄂城大道花湖开发区鄂东国际汽车城,"115.048432,30.269435"
444,荆州市华超汽车贸易有限公司,,716001,0716-8810666,湖北省荆州市竹叶山汽车世界C10幢103号,"112.215108,30.363576"
445,荆州市宏顺汽车销售服务有限公司,,716802,8423666,荆州市荆监一级公路收费处,"112.218872,30.362717"
447,宜昌市鑫宁汽车销售服务有限公司,,717701,0717-6399196,宜昌市猇亭区先锋路,"111.321198,30.685181"
448,宜昌市东伦汽车销售服务有限责任公司,,717802,6458000/6518000,宜昌市伍家岗区伍临路58号三峡鑫物汽车城,"111.349468,30.741993"
453,十堰市合瑞工贸有限公司,,719801,8889778,湖北省十堰市茅箭区重庆路99号,"110.774851,32.616586"
455,随州市豪沃汽车销售服务有限公司,,722701,3333222,湖北省随州市经济开发区交通大道K007号,"113.406211,31.70272"
458,荆门市庆丰汽车销售有限公司,,724801,2236222,荆门市月亮湖路国际汽车城78号-1,"112.225427,31.053535"
464,岳阳市兴燕贸易有限公司,,730002,8799728,岳阳市巴陵东路八字门通海路口,"113.175216,29.376478"
468,湖南天吉汽车销售有限公司,,731003,0731-88292298/88292268,长沙市高新区麓谷汽车世界D-03区,"112.867928,28.209191"
469,长沙华丰汽车贸易有限公司,,731009,84078788,湖南省长沙市中南汽车大世界F04栋,"113.075635,28.240239"
