DealerId,DealerUrl,DealerCode,DealerName,Address1,Telephone,AsTel,Total,Eval,Longitude,Latitude,DealerEvaluateAnsesList
a0811d0d-1b32-404e-8dce-bd8479f9a112,,23J10,双鸭山龙晟先锋汽车销售服务有限公司,,,,,,,,"[{'DealerCode': '23J10', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
be5be349-aae2-403b-b952-a2344f6d0308,/province/heilongjiang/qitaihe/dealer/qthlsdmj,23A22,广汽丰田七台河龙晟大明街店,黑龙江省七台河市桃山区大明街119号,0464-8618377,0464-8618377,,,130.977982,45.777453,"[{'DealerCode': '23A22', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
9a2f6b08-e1bb-4930-b88f-18c2a4b3ad5c,/province/liaoning/tonghua/dealer/thlfdc,22E10,广汽丰田通化隆孚东昌店,吉林省通化市环通乡长流村新胜北路4588号,0435-3932777,0435-3960000,212,4.84,125.899753,41.793552,"[{'DealerCode': '22E10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '38'}, {'DealerCode': '22E10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '13'}, {'DealerCode': '22E10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '13'}]"
ffafa0db-fe1b-45d8-9853-70e8d8c2b691,/province/jilin/jilin/dealer/jlcbshz,22B10,广汽丰田吉林成邦沙河子店,吉林市船营区和平路3466号,0432-66051111,0432-66051117,253,4.92,,,"[{'DealerCode': '22B10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '34'}, {'DealerCode': '22B10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '15'}, {'DealerCode': '22B10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '14'}]"
37869cf1-383d-446d-8de4-16cded3e74fe,/province/jilin/songyuan/dealer/syjgjkq,22J10,广汽丰田松原吉刚经开区店,松原市西郭尔罗斯大路2345号,0438-3111333,0438-6612333,711,4.93,124.776485,45.143186,"[{'DealerCode': '22J10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '151'}, {'DealerCode': '22J10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '98'}, {'DealerCode': '22J10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '62'}]"
0346434c-309b-490c-b036-dbfb6fa5bce3,/province/jilin/yanji/dealer/ybdrkfq,22H10,广汽丰田延边大荣开发区店,吉林省延吉市经济开发区长白山东路3388号,0433-8392333,0433-8322333,279,4.72,129.576805,42.903743,"[{'DealerCode': '22H10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '37'}, {'DealerCode': '22H10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '29'}, {'DealerCode': '22H10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '17'}]"
67be9884-e7bd-4192-a7b3-b554ede4aa43,/province/jilin/changchun/dealer/cczsjkq,22A10,广汽丰田长春中升经开区店,长春市经济技术开发区自由大路7133号,0431-84672222,0431-84992222,362,4.75,125.080517,43.755233,"[{'DealerCode': '22A10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '16'}, {'DealerCode': '22A10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '14'}, {'DealerCode': '22A10', 'AnswerDesc': '价格合理', 'EvaluateTotal': '6'}]"
16c5a9cf-3663-40f0-a237-9e3b42a2257b,/province/jilin/changchun/dealer/ccbhgxq,22A20,广汽丰田长春宝辉高新区店,长春市高新区硅谷大街2999号,0431-85551818,0431-85551818,1268,4.92,116.466288,39.929664,"[{'DealerCode': '22A20', 'AnswerDesc': '值得信任', 'EvaluateTotal': '91'}, {'DealerCode': '22A20', 'AnswerDesc': '技术专业', 'EvaluateTotal': '79'}, {'DealerCode': '22A20', 'AnswerDesc': '细心周到', 'EvaluateTotal': '72'}]"
9629e601-eca4-42c4-8c41-cd77b9b1df9e,/province/jilin/changchun/dealer/ccsflyq,22A30,广汽丰田长春晟孚绿园区店,长春市景阳大路3756号,0431-89127000,,279,4.86,,,"[{'DealerCode': '22A30', 'AnswerDesc': '技术专业', 'EvaluateTotal': '45'}, {'DealerCode': '22A30', 'AnswerDesc': '值得信任', 'EvaluateTotal': '27'}, {'DealerCode': '22A30', 'AnswerDesc': '快速保养', 'EvaluateTotal': '15'}]"
cd77c372-ac42-45f9-95ce-058294cd8651,/province/jilin/siping/dealer/sphtjk,22C10,广汽丰田四平汇田经开店,吉林省四平市303国道北侧（长兴4S店东侧）,15500108585,0434-7777999,263,4.90,116.434192,39.926027,"[{'DealerCode': '22C10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '47'}, {'DealerCode': '22C10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '19'}, {'DealerCode': '22C10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '8'}]"
1ef91767-1c80-497c-aac0-01dceaec0630,/province/jilin/baishan/dealer/ccbhgxqdbsf,22A21,广汽丰田长春宝辉高新区店白山分店,吉林省白山市浑江区春江花园三期33号裙房1-2层,0439-3244999,0439-3354888,6,4.67,,,"[{'DealerCode': '22A21', 'AnswerDesc': '网络慢', 'EvaluateTotal': '1'}]"
78dd694f-e464-4b47-b574-ab59e1cb9aa4,/province/jilin/liaoyuan/dealer/ccbhgxqdlyf,22A22,广汽丰田长春宝辉高新区店辽源分店,吉林省辽源市红五星车辆管理所东行600米,0437-3331818,0437-3331919,17,4.47,125.207034,42.867218,"[{'DealerCode': '22A22', 'AnswerDesc': '快速保养', 'EvaluateTotal': '1'}, {'DealerCode': '22A22', 'AnswerDesc': '细心周到', 'EvaluateTotal': '1'}]"
a8e99390-8135-4703-aee6-f6ee62b1210a,/province/jilin/baicheng/dealer/bcrcjk,22G10,广汽丰田白城瑞成经开店,吉林省白城市经济开发区洮白公路1010号,0436-5887222,0436-5897222,,,,,"[{'DealerCode': '22G10', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
fd34c616-70c0-4368-aa6d-fef2919abddc,/province/liaoning/fushun/dealer/fsjydxf,21D10,广汽丰田抚顺金韵达新抚店,辽宁省抚顺市新抚区浑河南路天湖大桥南,024-56447777,024-56447777,402,4.86,,,"[{'DealerCode': '21D10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '76'}, {'DealerCode': '21D10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '52'}, {'DealerCode': '21D10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '46'}]"
56e3167c-707a-44aa-9e92-855564b9c93d,/province/liaoning/anshan/dealer/ashrdxh,21C10,广汽丰田鞍山和润德西环店,鞍山市千山区西环路92号,0412-8498999,0412-8499888,118,4.63,,,"[{'DealerCode': '21C10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '17'}, {'DealerCode': '21C10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '17'}, {'DealerCode': '21C10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '11'}]"
d2fbb9f1-f53a-41a4-a735-f1b8cf69f48f,/province/liaoning/anshan/dealer/hchrdqcxsfwyxg,21C11,广汽丰田鞍山和润德西环店海城分店,,,,2,5.00,,,"[{'DealerCode': '21C11', 'AnswerDesc': '细心周到', 'EvaluateTotal': '1'}]"
e3f5235b-22ba-4283-b762-c839ed365224,,21C20,海城和润德汽车销售服务有限公司,,,,,,,,"[{'DealerCode': '21C20', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
aa54bbe1-26ae-4be8-b68a-a433b390ff18,/province/liaoning/benxi/dealer/bxmhwl,21E10,广汽丰田本溪中升卧龙店,本溪市明山区卧龙镇,13604143861,18804141999,152,4.94,123.876723,41.323034,"[{'DealerCode': '21E10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '5'}, {'DealerCode': '21E10', 'AnswerDesc': '快速保养', 'EvaluateTotal': '4'}, {'DealerCode': '21E10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '3'}]"
0e364bfe-0d22-407d-8946-95ff3abde781,/province/liaoning/chaoyang/dealer/zszmlq,21N10,广汽丰田朝阳中升正茂龙泉店,辽宁省朝阳市经济技术开发区龙泉大街三段8号,0421-7235555,0421-7169666,209,4.83,120.394883,41.591269,"[{'DealerCode': '21N10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '9'}, {'DealerCode': '21N10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '8'}, {'DealerCode': '21N10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '3'}]"
a223d971-37b4-4887-aa34-ea592b3178a0,/province/liaoning/dalian/dealer/dltshbl,21B10,广汽丰田大连天巳华北路店,大连市甘井子区华北路北市商贸街158号,13591381844,86446567,277,4.88,121.632587,39.024741,"[{'DealerCode': '21B10', 'AnswerDesc': '快速保养', 'EvaluateTotal': '5'}, {'DealerCode': '21B10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '5'}, {'DealerCode': '21B10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '4'}]"
c4707983-d7d5-4bdb-b8a0-4f6cdcd55420,/province/liaoning/dalian/dealer/dlzshgl,21B20,广汽丰田大连中升虹港路店,大连市甘井子区虹港路560号,0411-39796666,0411-39796666,448,4.81,121.530198,38.966906,"[{'DealerCode': '21B20', 'AnswerDesc': '值得信任', 'EvaluateTotal': '38'}, {'DealerCode': '21B20', 'AnswerDesc': '技术专业', 'EvaluateTotal': '16'}, {'DealerCode': '21B20', 'AnswerDesc': '快速保养', 'EvaluateTotal': '14'}]"
36f121bd-7310-44ae-9aac-b6c3799a3952,/province/liaoning/dalian/dealer/dlqtzgl,21B30,广汽丰田大连庆通中港路店,大连市保税区中港北二路18号,0411-39219222,18940842228,179,4.86,,,"[{'DealerCode': '21B30', 'AnswerDesc': '细心周到', 'EvaluateTotal': '10'}, {'DealerCode': '21B30', 'AnswerDesc': '快速保养', 'EvaluateTotal': '8'}, {'DealerCode': '21B30', 'AnswerDesc': '技术专业', 'EvaluateTotal': '4'}]"
f3231590-db07-45c8-9a8e-9e1c450e9931,/province/liaoning/fuxin/dealer/fxhwkfq,21J10,广汽丰田阜新和旺开发区店,阜新经济开发区3路9号,0418-3890666,0418-3929299,308,4.82,121.621991,42.009082,"[{'DealerCode': '21J10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '53'}, {'DealerCode': '21J10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '46'}, {'DealerCode': '21J10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '21'}]"
bfa0e6b4-1587-4d97-a427-7a5fc7235966,/province/liaoning/hulu/dealer/hldcdlcl,21P10,广汽丰田葫芦岛川达龙程路店,葫芦岛市龙港区玉皇商城B区基督教堂对面,15242962237,0429-3091777,75,4.87,120.884819,40.737949,"[{'DealerCode': '21P10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '11'}, {'DealerCode': '21P10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '8'}, {'DealerCode': '21P10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '7'}]"
9017c400-1c36-47c9-853d-fa7996751447,/province/liaoning/jinzhou/dealer/jzzyss,21G10,广汽丰田锦州卓远松山店,辽宁省锦州市松山新区锦娘路171号,15941628010,,316,4.88,,,"[{'DealerCode': '21G10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '22'}, {'DealerCode': '21G10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '18'}, {'DealerCode': '21G10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '15'}]"
836682b5-7e13-4650-b56d-0e1e29ddc30d,/province/liaoning/liaoyang/dealer/lyrdfrl,21K10,广汽丰田辽阳瑞达繁荣路店,辽阳市太子河区祁家镇繁荣路中段168号,0419-3991555,0419-3993333-5555,313,4.91,123.135416,41.300789,"[{'DealerCode': '21K10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '34'}, {'DealerCode': '21K10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '28'}, {'DealerCode': '21K10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '14'}]"
e84577c8-91d8-49e3-b522-badcae14b74a,/province/liaoning/panjin/dealer/pjxhtp,21L10,广汽丰田盘锦星海太平店,盘锦市盘山县新县城规划区内（太平镇）,0427-5681888,0427-5681818,360,4.72,121.996859,41.263952,"[{'DealerCode': '21L10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '41'}, {'DealerCode': '21L10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '20'}, {'DealerCode': '21L10', 'AnswerDesc': '快速保养', 'EvaluateTotal': '15'}]"
5e47b554-39d3-4362-9c07-4d9287fa2b4a,,21A11,广汽丰田沈阳隆孚浑南分店,辽宁省沈阳市浑南区朗日街19-12号,024-88119999,024-88119999,,,,,"[{'DealerCode': '21A11', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
699ad49f-9296-49de-a07c-7886464e8682,/province/liaoning/shen/dealer/sygtxtx,21A20,广汽丰田沈阳广通行铁西店,辽宁省沈阳市铁西区北二西路10号,024-25518555,024-25518862,857,4.88,,,"[{'DealerCode': '21A20', 'AnswerDesc': '细心周到', 'EvaluateTotal': '97'}, {'DealerCode': '21A20', 'AnswerDesc': '值得信任', 'EvaluateTotal': '88'}, {'DealerCode': '21A20', 'AnswerDesc': '技术专业', 'EvaluateTotal': '61'}]"
ee81d5ce-ec5d-479a-836d-88bde347e06c,/province/liaoning/shen/dealer/syhxyh,21A30,广汽丰田沈阳华夏于洪店,沈阳市于洪区沈大路83号,024-31076666,024-3176969,421,4.81,,,"[{'DealerCode': '21A30', 'AnswerDesc': '值得信任', 'EvaluateTotal': '43'}, {'DealerCode': '21A30', 'AnswerDesc': '细心周到', 'EvaluateTotal': '39'}, {'DealerCode': '21A30', 'AnswerDesc': '技术专业', 'EvaluateTotal': '24'}]"
215cee6b-70ce-48cb-9f6a-d26bc2a21c8b,/province/liaoning/shen/dealer/syxhsll,21A40,广汽丰田沈阳新辉沈辽路店,沈阳市经济技术开发区沈辽西路183号,024-25180666,024-31085500,129,4.78,123.230807,41.731901,"[{'DealerCode': '21A40', 'AnswerDesc': '快速保养', 'EvaluateTotal': '11'}, {'DealerCode': '21A40', 'AnswerDesc': '细心周到', 'EvaluateTotal': '9'}, {'DealerCode': '21A40', 'AnswerDesc': '技术专业', 'EvaluateTotal': '8'}]"
b4f5f3ad-8a4a-4840-ad7f-ffc96283ac12,/province/liaoning/shen/dealer/zsjfhpd,21A50,广汽丰田沈阳中升捷丰和平店,辽宁省沈阳市和平区下河湾303-2号,024-31220000,024-31820120,1,5.00,123.381754,41.699086,"[{'DealerCode': '21A50', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
017f64c2-8b44-475c-b6a5-68f06e97c86e,/province/liaoning/tie,21M10,广汽丰田铁岭中升凡河店,铁岭经济开发区机动车专用市场园区长江东路10号,024-7496333,024-7498333,209,4.87,123.78356,42.191466,"[{'DealerCode': '21M10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '7'}, {'DealerCode': '21M10', 'AnswerDesc': '热情', 'EvaluateTotal': '5'}, {'DealerCode': '21M10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '2'}]"
a458edfb-2020-43fe-a54c-da9d96608027,/province/liaoning/yingkou/dealer/ykzszll,21H10,广汽丰田营口中升庄林路店,辽宁省营口市新营路南9号,0417-3315050,13342315050,264,4.89,122.292401,40.668379,"[{'DealerCode': '21H10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '17'}, {'DealerCode': '21H10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '10'}, {'DealerCode': '21H10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '6'}]"
23d1a32d-8a17-4e47-8d9e-d1c3a3abef86,/province/liaoning/dandong/dealer/ddqtqy,21F10,广汽丰田丹东中升东港店,东港市前阳镇石佛二祖,0415-3338555,0415-3338555,121,4.89,124.172936,39.918998,"[{'DealerCode': '21F10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '22'}, {'DealerCode': '21F10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '10'}, {'DealerCode': '21F10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '10'}]"
e9dd32f3-97b2-4688-ace2-e09fd8611547,/province/beijing/beijing/dealer/bjjssjq,11A10,广汽丰田北京金时四季青店,北京市海淀区杏石口路78号,010-62598989,010-62598989,935,4.78,116.234292,39.959645,"[{'DealerCode': '11A10', 'AnswerDesc': '值得信任', 'EvaluateTotal': '101'}, {'DealerCode': '11A10', 'AnswerDesc': '技术专业', 'EvaluateTotal': '58'}, {'DealerCode': '11A10', 'AnswerDesc': '细心周到', 'EvaluateTotal': '48'}]"
00d80075-8447-4f23-9ba8-26e9caa48dc4,htttp://dealer.autohome.com.cn/100527/,11A20,广汽丰田北京博瑞东贸店,北京市通州区梨园九棵树西路11号,010-81571116,81571116,361,4.75,116.660987,39.896084,"[{'DealerCode': '11A20', 'AnswerDesc': '值得信任', 'EvaluateTotal': '47'}, {'DealerCode': '11A20', 'AnswerDesc': '快速保养', 'EvaluateTotal': '21'}, {'DealerCode': '11A20', 'AnswerDesc': '技术专业', 'EvaluateTotal': '16'}]"
b9cdc52d-0a2e-43a3-865f-ebdf7dc63739,/province/beijing/beijing/dealer/bjshwj,11A30,广汽丰田北京森华望京店,北京市朝阳区望京新兴产业园利泽东园309号,010-64392991,010-64392266,2824,4.90,116.487012,40.019396,"[{'DealerCode': '11A30', 'AnswerDesc': '值得信任', 'EvaluateTotal': '841'}, {'DealerCode': '11A30', 'AnswerDesc': '细心周到', 'EvaluateTotal': '590'}, {'DealerCode': '11A30', 'AnswerDesc': '技术专业', 'EvaluateTotal': '286'}]"
7d73b7e6-f6a7-499a-b15d-e7770e89cb32,/province/beijing/beijing/dealer/bjcsbw,11A40,广汽丰田北京传是百旺店,北京市海淀区西北旺百旺绿谷汽车园广汽丰田店,010-82402440,010-82403223,361,4.74,116.258312,40.058348,"[{'DealerCode': '11A40', 'AnswerDesc': '细心周到', 'EvaluateTotal': '46'}, {'DealerCode': '11A40', 'AnswerDesc': '值得信任', 'EvaluateTotal': '42'}, {'DealerCode': '11A40', 'AnswerDesc': '技术专业', 'EvaluateTotal': '19'}]"
3f896988-f652-4395-8bbf-1e62d1966caf,/province/beijing/beijing/dealer/bjjjqt,11A50,广汽丰田北京嘉金青塔店,北京市丰台区青塔西路69号,010-83696868,15910726252,1987,4.90,116.269598,39.878136,"[{'DealerCode': '11A50', 'AnswerDesc': '值得信任', 'EvaluateTotal': '618'}, {'DealerCode': '11A50', 'AnswerDesc': '技术专业', 'EvaluateTotal': '154'}, {'DealerCode': '11A50', 'AnswerDesc': '细心周到', 'EvaluateTotal': '105'}]"
4bc6103f-a238-42e3-bac9-a7ddcd9ac0dc,/province/beijing/beijing/dealer/bjcjxcq,11A60,广汽丰田北京长京行草桥店,北京市丰台区南三环西路35号,010-83518889,,465,4.70,116.361949,39.858772,"[{'DealerCode': '11A60', 'AnswerDesc': '值得信任', 'EvaluateTotal': '96'}, {'DealerCode': '11A60', 'AnswerDesc': '细心周到', 'EvaluateTotal': '27'}, {'DealerCode': '11A60', 'AnswerDesc': '快速保养', 'EvaluateTotal': '24'}]"
1d402347-2314-4622-b44e-e24854faae0d,/province/beijing/beijing/dealer/bjgjhlg,11A80,广汽丰田北京国机回龙观店,北京市昌平区回龙观欧德宝汽车交易城A区23-24号,010-80750902,010-80750066,1081,4.88,116.312548,40.08094,"[{'DealerCode': '11A80', 'AnswerDesc': '值得信任', 'EvaluateTotal': '162'}, {'DealerCode': '11A80', 'AnswerDesc': '细心周到', 'EvaluateTotal': '150'}, {'DealerCode': '11A80', 'AnswerDesc': '技术专业', 'EvaluateTotal': '119'}]"
6ccf21a2-4efd-4c98-ab07-e5ce67b9376b,/province/beijing/beijing/dealer/bjjcxhm/,11A90,广汽丰田北京嘉程小红门店,北京市朝阳区南四环东路45号,010-57981668,010-57981668,640,4.77,116.471121,39.841267,"[{'DealerCode': '11A90', 'AnswerDesc': '值得信任', 'EvaluateTotal': '54'}, {'DealerCode': '11A90', 'AnswerDesc': '技术专业', 'EvaluateTotal': '45'}, {'DealerCode': '11A90', 'AnswerDesc': '快速保养', 'EvaluateTotal': '34'}]"
a6e6b89a-75ed-4831-95f5-e161feec2f57,/province/beijing/beijing/dealer/bjajtfr,11AA0,广汽丰田北京奥吉通丰瑞店,北京市朝阳区朝阳北路甲45号,010-65755588,010-65755599,534,4.86,116.563161,39.931199,"[{'DealerCode': '11AA0', 'AnswerDesc': '细心周到', 'EvaluateTotal': '115'}, {'DealerCode': '11AA0', 'AnswerDesc': '值得信任', 'EvaluateTotal': '103'}, {'DealerCode': '11AA0', 'AnswerDesc': '技术专业', 'EvaluateTotal': '17'}]"
5071e219-d71a-47ba-abde-1fbe3fbdf0b8,/province/beijing/beijing/dealer/bjdclfgc/,11AB0,广汽丰田北京大昌联丰古城店,北京市石景山区古城大街北京国际汽车贸易服务园区,010-68889888,,991,4.86,116.18495,39.922837,"[{'DealerCode': '11AB0', 'AnswerDesc': '值得信任', 'EvaluateTotal': '145'}, {'DealerCode': '11AB0', 'AnswerDesc': '细心周到', 'EvaluateTotal': '84'}, {'DealerCode': '11AB0', 'AnswerDesc': '技术专业', 'EvaluateTotal': '47'}]"
ce59591d-86d4-4fa4-a88d-e6386c2ed179,,11AC0,北京东仁金舆汽车销售服务有限公司,,,,,,,,"[{'DealerCode': '11AC0', 'AnswerDesc': '', 'EvaluateTotal': ''}]"
ffa4eb77-7c87-44e8-8431-ed7188afbff6,/province/beijing/beijing/dealer/bjlfgql,11AE0,广汽丰田北京路丰广渠路店,北京市朝阳区高碑店乡半壁店村388号,010-56651555,010-56651717,479,4.78,116.538602,39.89852,"[{'DealerCode': '11AE0', 'AnswerDesc': '值得信任', 'EvaluateTotal': '68'}, {'DealerCode': '11AE0', 'AnswerDesc': '技术专业', 'EvaluateTotal': '35'}, {'DealerCode': '11AE0', 'AnswerDesc': '细心周到', 'EvaluateTotal': '29'}]"
56a37b68-4a20-4bd0-b090-998837f54898,/province/beijing/beijing/dealer/bjalayc,11AH0,广汽丰田北京澳林奥运村店,北京市朝阳区德外花虎沟20-1号（域清街内）,010-62928866,010-62928866,385,4.67,116.36981,40.022835,"[{'DealerCode': '11AH0', 'AnswerDesc': '值得信任', 'EvaluateTotal': '51'}, {'DealerCode': '11AH0', 'AnswerDesc': '细心周到', 'EvaluateTotal': '31'}, {'DealerCode': '11AH0', 'AnswerDesc': '技术专业', 'EvaluateTotal': '21'}]"
