address,cityId,cityName,dealerCode,dealerName,districtId,districtName,id,lat,lng,macId,macName,provinceId,provinceName,referred,regionalId,regionalName,tel,url,verson
云南省保山市隆阳区永昌街道惠通路下村工业园区内,530500,保山市,SJ1844,保山英茂瑞通汽车贸易服务有限公司,530502,隆阳区,1084,25.139804,99.202321,148049,马勇强,530000,云南省,保山英茂瑞通,8,八区,0875-2817771,bsymrt,0
云南省临沧市临翔区文伟村南亚汽车主题园22号,530900,临沧市,SJ1883,临沧添福源福通汽车贸易有限公司,530902,临翔区,1090,23.928708,100.11242,148049,马勇强,530000,云南省,临沧添福源福通,8,八区,0883-2162999,lctfyft,0
文山市国际汽车城文山英茂别克4S店,532600,文山壮族苗族自治州,SJ1824,文山英茂天惠汽车销售服务有限公司,532621,文山县,585,23.326477,104.284201,148049,马勇强,530000,云南省,文山英茂,8,八区,4008906278,wsym,0
拉萨市拉贡路3号,540100,拉萨市,SJ1930,拉萨康达汽车销售服务有限公司,542123,贡觉县,349,29.65047,91.02907,148049,马勇强,540000,西藏自治区,拉萨康达,8,八区,4008900526,lskd,0
四川省凉山州西昌市安宁镇机场路（中国十九冶钢构旁）,513400,凉山彝族自治州,SJ2674,凉山州中盛汽车销售服务有限公司,513401,西昌市,352,27.884925,102.239711,148049,马勇强,510000,四川省,凉山中盛,8,八区,4008900524,sclszzs,0
云南省曲靖市沾益县龙华大道,530300,曲靖市,SJ2810,曲靖嘉益汽车销售服务有限公司,530328,沾益县,634,25.575024,103.809355,148049,马勇强,530000,云南省,曲靖嘉益,8,八区,4008908129,qjjy,0
楚雄滇中大商汇102号地,532300,楚雄彝族自治州,SJ2811,楚雄合通汽车销售服务有限公司,532301,楚雄市,664,25.067656,101.502344,148049,马勇强,530000,云南省,楚雄合通,8,八区,4008900482,cxht,0
丽江市古城区祥和路59号,530700,丽江市,SJ1862,丽江金鸿运汽车销售服务有限公司,530702,古城区,940,26.872632,100.255638,148049,马勇强,530000,云南省,丽江金鸿运,8,八区,0888-3111888,ljjhy,0
攀枝花市仁和区迤沙拉大道827号,510400,攀枝花市,SJ1684,攀枝花市中盛汽车服务有限责任公司,510411,仁和区,216,26.5363036,101.7058682,148049,马勇强,510000,四川省,攀枝花中盛,8,八区,4008900534,pzhzs,0
大理市开发区泛亚汽车城南侧,532900,大理白族自治州,SJ1811,大理通源汽车销售服务有限公司,532901,大理市,239,25.59823,100.26363,148049,马勇强,530000,云南省,大理通源,8,八区,0872-2322998,dlty,0
曲靖市珠江源大道凤苑西路路口,530300,曲靖市,SJ1818,曲靖鸿通汽车销售服务有限公司,530302,麒麟区,249,25.56056156,103.8204575,148049,马勇强,530000,云南省,曲靖鸿通,8,八区,4008908892,qjht,0
路桥区方林汽车城D-801,331000,台州市,SJ2504,台州市辰来汽车销售服务有限公司,331004,路桥区,281,28.5555007,121.3855791,147001,郭琦伟,330000,浙江省,台州辰来,5,五区,4008900362,tzcl,0
台州市椒江区白云山南路口（武警支队斜对面）,331000,台州市,SJ1551,台州市东泰汽车销售服务有限公司,331002,椒江区,282,28.6360709,121.4314449,147001,郭琦伟,330000,浙江省,台州东泰,5,五区,4008906781,tzdt,0
浙江省台州市黄岩区西城街道路边村,331000,台州市,SJ1553,台州市翔远汽车销售服务有限公司,331003,黄岩区,284,28.6458,121.258,147001,郭琦伟,330000,浙江省,台州翔远,5,五区,4008900361,tzxy,0
温岭市泽坎公路与九龙大道交界处,331000,台州市,SJ1554,温岭市通达汽车销售服务有限公司,331081,温岭市,285,28.404056,121.387714,147001,郭琦伟,330000,浙江省,温岭通达,5,五区,4008900453,wltd,0
台州临海市靖江南路83号,331000,台州市,SJ1555,临海市大昌汽车销售服务有限公司,331082,临海市,286,28.835932,121.156494,147001,郭琦伟,330000,浙江省,临海大昌,5,五区,400-890-6772,lhdc,0
浙江省台州市玉环县玉城街道黄泥坎村中石化旁,331000,台州市,SJ1557,玉环凯和汽车销售服务有限公司,331021,玉环县,288,28.14687,121.2481,147001,郭琦伟,330000,浙江省,玉环凯和,5,五区,4008900452,yhkh,0
浙江省台州市天台县赤城街道人民东路889号,331000,台州市,SJ1518,天台辰泰汽车销售服务有限公司,331023,天台县,1112,29.131613,121.059409,147001,郭琦伟,330000,浙江省,天台辰泰,5,五区,057689359888,ttct,0
仙居县环北东路回家电网城北营业厅正对面,331000,台州市,SJ1077,仙居辰泰汽车销售服务有限公司,331024,仙居县,928,28.870697,120.750958,147001,郭琦伟,330000,浙江省,仙居辰泰,5,五区,0576-87896888,xjct,0
济源市新济路苗店（车管所东2000米）,419001,济源市,SJ1623,济源威佳盛通汽车销售服务有限公司,601,35.093007,112.64853,146308,岳东,410000,河南省,济源威佳盛通,4,四区,4008906228,jywjst,0
许昌市魏都区北环路清潩河桥东30米路北（河南宏伟西邻）,411000,许昌市,SJ2622,许昌市金裕通汽车销售服务有限公司,411002,魏都区,1124,34.070262,113.830316,146308,岳东,410000,河南省,许昌金裕通,4,四区,0374-2211000,xcjyt,0
河南省禹州市禹王大道与腾飞路交叉口北200米路西,411000,许昌市,SJ2606,禹州吉瑞众通商务服务有限公司,411081,禹州市,1145,34.167233,113.431553,146308,岳东,410000,河南省,禹州吉瑞众通,4,四区,0374-2076555,yzjrzt,0
河南省许昌市魏武路与新兴路交叉口向南500米路西,411000,许昌市,SJ1654,许昌新纪元汽车销售服务有限公司,411023,许昌县,168,34.008016,113.868173,146308,岳东,410000,河南省,许昌新纪元,4,四区,400-890-6709,xcxjy,0
洛阳市高新开发区河洛路与安康路交叉口向北500米威佳汽车博览中心6号,410300,洛阳市,SJ2623,洛阳威佳福达汽车销售服务有限公司,410305,涧西区,969,34.607205,112.345739,146308,岳东,410000,河南省,洛阳威佳福达,4,四区,0379-65095888,lywjfd,0
周口市川汇区周口大道与太清路（北环路）交叉口西200米路南,411600,周口市,SJ2626,周口福诚汽车销售服务有限公司,411602,川汇区,993,33.656963,114.697518,146308,岳东,410000,河南省,周口威佳福诚,4,四区,0394-8706111,zkwjfc,0
洛阳市九都东路15号键通汽车广场,410300,洛阳市,SJ2654,洛阳和悦键通汽车销售服务有限公司,410302,老城区,242,34.680233,112.503691,146308,岳东,410000,河南省,洛阳和悦键通,4,四区,4008906717,lyhyjt,0
周口市交通路与周口大道（原东环路）交叉口,411600,周口市,SJ2656,周口新未来汽车销售服务有限公司,411602,川汇区,244,33.598506,114.69509,146308,岳东,410000,河南省,周口新未来,4,四区,400-890-6720,zkxwl,0
漯河市107国道与漯舞路交汇处向北50米,411100,漯河市,SJ2658,漯河市宏图汽车销售服务有限公司,411102,源汇区,247,33.54942,113.99957,146308,岳东,410000,河南省,漯河宏图,4,四区,4008908767,lhht,0
辽宁省沈阳市大东区东陵西路9号,210100,沈阳市,SJ1630,沈阳市鑫通汽车销售服务有限公司,210104,大东区,19,41.8142902,123.5008013,145940,姜雪,210000,辽宁省,沈阳鑫通,7,七区,400-890-6658,syxt,0
沈阳市铁西区北二中路8号,210100,沈阳市,SJ1632,辽宁鑫溢汽车销售服务有限公司,210106,铁西区,27,41.808894,123.373123,145940,姜雪,210000,辽宁省,辽宁鑫溢,7,七区,400-890-6659,lnxy,0
葫芦岛市龙港区龙程路玉皇商城B区,211400,葫芦岛市,SJ1634,葫芦岛奥达汽车销售服务有限公司,211403,龙港区,29,40.700624,120.836338,145940,姜雪,210000,辽宁省,葫芦岛奥达,7,七区,0429-2862999,hldad,0
铁岭市经济开发区一中北侧,211200,铁岭市,SJ1643,铁岭上通汽车销售服务有限公司,211202,银州区,63,42.26726,123.83238,145940,姜雪,210000,辽宁省,铁岭上通,7,七区,4008908257,tlst,0
辽宁省锦州市松山新区南广路65号,210700,锦州市,SJ1644,锦州天合汽车销售服务有限公司,210711,太和区,66,41.092173,121.16164,145940,姜雪,210000,辽宁省,锦州天合,7,七区,4008908252,jzth,0
沈阳市皇姑区黄河北大街249号,210100,沈阳市,SJ1645,辽宁天合汽车销售服务有限公司,210114,于洪区,69,41.8830455,123.4154105,145940,姜雪,210000,辽宁省,辽宁天合,7,七区,400-890-6657,lnth,0
沈阳市沈河区万柳塘路40甲,210100,沈阳市,SJ1646,辽宁美福汽车销售服务有限公司,210103,沈河区,72,41.78178,123.4721,145940,姜雪,210000,辽宁省,辽宁美福,7,七区,4008906270,lnmf,0
辽宁省朝阳市双塔区龙山街四段824号,211300,朝阳市,SJ1647,朝阳川达汽车服务有限公司,211302,双塔区,75,41.53872,120.43161,145940,姜雪,210000,辽宁省,朝阳川达,7,七区,4008900462,cycd,0
新抚区浑河南路中段天湖大桥南,210400,抚顺市,SJ2631,抚顺上通汽车销售服务有限公司,210402,新抚区,607,41.888818,123.925395,145940,姜雪,210000,辽宁省,抚顺上通,7,七区,4008900484,fsst,0
辽宁省阜新市经济开发区沙海桥西500米,210900,阜新市,SJ2630,阜新全诚通汽车销售服务有限公司,210911,细河区,161,42.00305,121.61243,145940,姜雪,210000,辽宁省,阜新全诚通,7,七区,4009197338,fxqct,0
沈阳市大东区望花中街138号,210100,沈阳市,SJ1626,沈阳业乔汇通汽车销售服务有限公司,210104,大东区,965,41.873148,123.486817,145940,姜雪,210000,辽宁省,业乔汇通,7,七区,024-66819999,yqht,0
贵州省贵阳市云岩区金阳南路118号华通汽车城,520100,贵阳市,SJ2860,贵州华通君悦汽车贸易服务有限公司,520103,云岩区,800,26.625641,106.701032,144989,吕童,520000,贵州省,贵州华通,8,八区,4008900523,gzht,0
贵阳市花溪中段532号,520100,贵阳市,SJ1855,贵州乾通汽车销售有限责任公司,520111,花溪区,327,26.412067,106.751927,144989,吕童,520000,贵州省,贵州乾通,8,八区,4008908207,gzqt,0
贵州省贵阳市乌当新区新添大道北段45号,520100,贵阳市,SJ1856,贵州广物君豪汽车销售服务有限公司,520112,乌当区,330,26.6453,106.7782,144989,吕童,520000,贵州省,贵州广物君豪,8,八区,4008908209,gzgwjhqc,0
贵州省六盘水市钟山区德坞高架桥下车管所旁,520200,六盘水市,SJ1858,六盘水通源美克汽车销售服务有限公司,520201,钟山区,587,26.608939,104.821809,144989,吕童,520000,贵州省,六盘水通源美克,8,八区,4008906272,lpstymk,0
凯里市开发区经纬汽车城,522600,黔东南苗族侗族自治州,SJ2855,凯里经济开发区华通凯跃汽车贸易服务有限公司,522601,凯里市,590,26.524421,107.863006,144989,吕童,520000,贵州省,凯里华通别克,8,八区,4008906285,klht,0
贵州省兴义市木贾物流园区,522300,黔西南布依族苗族自治州,SJ1857,贵州林通汽车销售服务有限公司,522301,兴义市,341,25.11665,104.86412,144989,吕童,520000,贵州省,贵州林通,8,八区,4008900549,gzlt,0
遵义市汇川区董公寺汇川汽博中心（210国道遵义往高坪方向遵绥路口高坪方向前行200米）,520300,遵义市,SJ1860,贵州遵义乾通沪通汽车销售服务有限公司,520303,汇川区,347,27.71544569,106.9498873,144989,吕童,520000,贵州省,遵义乾通沪通,8,八区,4008900483,zyqtht,0
贵州省贵阳市清镇东门桥毛栗山村境内,520100,贵阳市,SJ2856,贵州睿辉投资有限公司,520181,清镇市,635,26.572338,106.51283,144989,吕童,520000,贵州省,贵州睿辉,8,八区,4008906770,gzrh,0
贵州省都匀市甘塘镇,522700,黔南布依族苗族自治州,SJ1859,黔南州通力汽车贸易有限公司,522701,都匀市,638,26.308143,107.464557,144989,吕童,520000,贵州省,黔南州通力别克,8,八区,4008908926,qnztlbk,0
贵州省安顺市西秀区工业园区两六路2公里处,520400,安顺市,SJ2859,安顺恒信通顺汽车销售服务有限公司,520402,西秀区,649,26.281599,106.011885,144989,吕童,520000,贵州省,安顺恒信通顺,8,八区,0851-33519111,ashxts,0
毕节市碧阳大道小坝路口旁,522400,毕节地区,SJ2858,贵州佰润君汇汽车销售服务有限公司,522401,毕节市,650,27.293618,105.283636,144989,吕童,520000,贵州省,贵州佰润君汇,8,八区,4008900479,gzbrjh,0
贵州省铜仁市碧江区灯塔工业园13号公路旁,522200,铜仁地区,SJ2857,铜仁德佳汽车销售服务有限公司,522201,铜仁市,651,27.747645,109.251276,144989,吕童,520000,贵州省,铜仁德佳,8,八区,400-890-0635,trdj,0
盱眙县维桥乡盱眙国际汽车城奔驰东路,320800,淮安市,SJ1326,淮安翔盛润泽汽车销售服务有限公司,320830,盱眙县,1088,33.013099,118.612229,143825,陈翔,320000,江苏省,淮安翔盛润泽,6,六区,0517-88556666,haxsrz,0
高邮市城南新区中心大道与新237交汇处,321000,扬州市,SJ1016,高邮瑞通汽车销售服务有限公司,321084,高邮市,838,32.748267,119.454535,143825,陈翔,320000,江苏省,高邮瑞通,6,六区,0514-85087888,gyrt,0
江苏省扬州市宝应县泰山东路与新淮江路交汇处,321000,扬州市,SJ1337,扬州金天上通汽车销售服务有限公司,1136,33.253492,119.379471,143825,陈翔,320000,江苏省,扬州金天上通,6,六区,0514-88883111,yzjtst,0
新沂市唐店镇249省道西侧（唐店高速路口向南800米）,320300,徐州市,SJ1399,新沂四通汽车销售服务有限公司,320381,新沂市,629,34.315003,118.35583,143825,陈翔,320000,江苏省,新沂四通,6,六区,4008900407,xyst,0
淮安市翔宇大道21号（车管所南隔壁）,320800,淮安市,SJ1306,淮安润东仁恒汽车销售服务有限公司,320802,清河区,384,33.572134,119.092817,143825,陈翔,320000,江苏省,淮安润东,6,六区,4008908157,hard,0
仪征市真州镇曹山路11号,321000,扬州市,SJ1066,仪征天瑞汽车销售有限公司,321081,仪征市,905,32.301474,119.181033,143825,陈翔,320000,江苏省,仪征天瑞别克,6,六区,0514-80866999,yztrbk,0
徐州市民富园商业街1号楼,320300,徐州市,SJ1330,徐州市海荧汽车销售维修有限公司,320303,云龙区,415,34.254055,117.236112,143825,陈翔,320000,江苏省,徐州海荧,6,六区,4008908106,xzhy,0
徐州市经济开发区徐海路与振兴路交叉口别克（徐州高铁商务区对面）,320300,徐州市,SJ1331,徐州万帮金通汽车销售服务有限公司,320381,新沂市,417,34.27143,117.28644,143825,陈翔,320000,江苏省,徐州万帮金通,6,六区,4008908107,wbbk,0
徐州城南开发区104国道西侧两山口北,320300,徐州市,SJ1335,徐州润东汇通汽车销售服务有限公司,320311,泉山区,418,34.2083419,117.2391951,143825,陈翔,320000,江苏省,徐州润东汇通,6,六区,4008908109,xzrdht,0
连云港市新浦区灜洲南路236号,320700,连云港市,SJ1345,连云港东方远通汽车销售服务有限公司,320705,新浦区,430,34.558229,119.235555,143825,陈翔,320000,江苏省,连云港东方远通,6,六区,4008908291,lygdfyt,0
江苏省邳州新城区323省道北,320300,徐州市,SJ1397,邳州市汇通汽车销售服务有限公司,320382,邳州市,711,34.375650,117.995480,143825,陈翔,320000,江苏省,邳州汇通,6,六区,4008900419,pzht,0
江苏省扬州市扬子江中路543号,321000,扬州市,SJ1390,扬州广源汽车销售服务有限公司,321003,邗江区,464,32.3751773,119.4176316,143825,陈翔,320000,江苏省,扬州广源,6,六区,4008908270,yzgy,0
扬州市维扬区扬子江北路国际汽车城1号,321000,扬州市,SJ1391,扬州名城汽车销售服务有限公司,321011,维扬区,471,32.42176,119.40692,143825,陈翔,320000,江苏省,扬州名城,6,六区,4008908295,yzmc,0
扬州市江都区仙女镇新民村（江都国际汽车城内）,321000,扬州市,SJ1392,扬州名豪汽车销售服务有限公司,321088,江都市,472,32.4385,119.6128,143825,陈翔,320000,江苏省,扬州名豪,6,六区,051489689999,yzmh,0
淮安市清河新区旺旺路22-2号,320800,淮安市,SJ2300,淮安市翔盛润翔汽车销售服务有限公司,320802,清河区,477,33.61005,119.10805,143825,陈翔,320000,江苏省,淮安翔盛润翔,6,六区,4008908176,haxsrx,0
江苏省连云港市海州区解放东路318,320700,连云港市,SJ1329,江苏海源汽车销售有限公司,320706,海州区,1018,34.647063,119.198056,143825,陈翔,320000,江苏省,江苏海源,6,六区,0518-83080666,jshy,0
海安县城东镇迎宾路22号（苏海汽车城内）,320600,南通市,SJ2301,海安长江汽车贸易有限公司,320621,海安县,563,32.5428,120.513267,143108,袁士磊,320000,江苏省,海安长江,6,六区,400-890-8156,hacj,0
东台市城东新区汽车城,320900,盐城市,SJ1396,东台市金鹏汽车销售服务有限公司,320981,东台市,578,32.864715,120.424848,143108,袁士磊,320000,江苏省,东台金鹏别克,6,六区,4008906258,dtjp,0
江苏省宿迁市泗洪县国际汽车城（上海大众店西侧）,321300,宿迁市,SJ1017,宿迁盛辉腾翼汽车销售服务有限公司,321324,泗洪县,840,33.443468,118.193377,143108,袁士磊,320000,江苏省,宿迁盛辉腾翼,6,六区,0527-88166888,sqshty,0
宿迁市宿豫区洪泽湖东路88号（京东客服东1公里）,321300,宿迁市,SJ2307,宿迁苏驰万润汽车销售服务有限公司,321311,宿豫区,623,33.96321,118.34238,143108,袁士磊,320000,江苏省,宿迁苏驰万润,6,六区,0527-84591888,sqscwr,0
南通开发区星湖大道1002号 (开发区东方汽车城 别克4S店）,320600,南通市,SJ2305,南通新星汽车销售服务有限公司,320612,通州区,627,31.924442,120.996968,143108,袁士磊,320000,江苏省,南通新星别克,6,六区,4008908852,ntxxbk,0
南通市工农北路599号（二号桥北2公里）,320600,南通市,SJ1328,南通恒百利汽车销售服务有限公司,320602,崇川区,895,32.070676,120.884703,143108,袁士磊,320000,江苏省,南通文峰恒百利,6,六区,0513-89152888,ntwfhbl,0
江苏省宿迁市双庄镇双庄街南国际汽车城,321300,宿迁市,SJ1308,江苏天泓楚汉汽车服务有限公司,321302,宿城区,388,33.930293,118.23273,143108,袁士磊,320000,江苏省,江苏天泓楚汉,6,六区,4008900451,jsthch,0
如皋市惠政西路16号,320600,南通市,SJ1312,如皋长江汽车销售服务有限公司,320682,如皋市,395,32.36099,120.55824,143108,袁士磊,320000,江苏省,如皋长江,6,六区,400-890-6650,rgcj,0
南通市城港路139号,320600,南通市,SJ1340,南通新城集团有限公司,320611,港闸区,420,32.0332096,120.8065975,143108,袁士磊,320000,江苏省,南通新城,6,六区,4008900447,ntxc,0
南通市工农南路28号,320600,南通市,SJ1341,南通长江上通汽车销售服务有限公司,320602,崇川区,423,31.9701304,120.8895314,143108,袁士磊,320000,江苏省,南通长江上通,6,六区,4008908117,ntcjst,0
海门市人民西路1468号,320600,南通市,SJ1342,南通新城集团海门汽车销售服务有限公司,320621,海安县,424,31.8879341,121.1302757,143108,袁士磊,320000,江苏省,海门新城,6,六区,0513-82336666,hmxc,0
江苏省启东市城北工业园青年路6号,320600,南通市,SJ1344,上海永达启东汽车销售服务有限公司,320681,启东市,428,31.84069,121.68265,143108,袁士磊,320000,江苏省,永达别克启东店,6,六区,0513-80926789,shydqd,0
盐城市盐都区开元路41号（别克4S店）,320900,盐城市,SJ1361,盐城新城汽车销售服务有限公司,320903,盐都区,443,33.187496,120.11032,143108,袁士磊,320000,江苏省,盐城新城,6,六区,4008900445,ycxc,0
盐城经济开发区希望大道南路3号,320900,盐城市,SJ1362,森风集团盐城厚德汽车有限公司,320902,亭湖区,444,33.37073,120.21753,143108,袁士磊,320000,江苏省,江苏森风厚德,6,六区,4008908287,jssfhd,0
江苏省沭阳县沭城镇河东路南侧永康路口,321300,宿迁市,SJ2306,沭阳森太汽车销售服务有限公司,321322,沭阳县,709,34.094145,118.806525,143108,袁士磊,320000,江苏省,沭阳森太,6,六区,0527-89998887,syst,0
滨海县城明达北路106号,320900,盐城市,SJ1089,森风集团滨海厚海汽车有限公司,320981,东台市,974,34.027579,119.840236,143108,袁士磊,320000,江苏省,滨海厚海,6,六区,0515-80868011,bhhh,0
江苏省南通市如东县掘港镇国清寺向西300米（汽车城内）,320600,南通市,SJ1079,如东长江新星汽车销售服务有限公司,320623,如东县,1001,32.283940,121.166640,143108,袁士磊,320000,江苏省,如东长江别克,6,六区,0513-81950999,rdcjxx,0
平湖市当湖街道长胜路与乍王公路交叉口,330400,嘉兴市,SJ1528,平湖市百悦汽车有限公司,330482,平湖市,268,30.681549,121.053303,142287,张海峰,330000,浙江省,平湖百悦,5,五区,0573-85268666,phby,0
金华市丹溪路1577号,330700,金华市,SJ1530,金华申通汽车有限公司,330702,婺城区,269,29.081571,119.646331,142287,张海峰,330000,浙江省,金华申通,5,五区,4008908192,jhst,0
浙江省永康市五金科技工业园科源路165号,330700,金华市,SJ1538,永康市骏鑫汽车销售服务有限公司,330784,永康市,270,28.9127003,120.071404,142287,张海峰,330000,浙江省,永康骏鑫,5,五区,4008908195,yksx,0
浙江省东阳市城南西路白殿村,330700,金华市,SJ1533,东阳市沪达汽车销售服务有限公司,330783,东阳市,271,29.26169202,120.2104282,142287,张海峰,330000,浙江省,东阳沪达,5,五区,0579-86833786,dyhd,0
浦江县恒昌大道600号（汽车城）,330700,金华市,SJ1556,浦江县仪通汽车销售服务有限公司,330726,浦江县,287,29.4428,119.9409,142287,张海峰,330000,浙江省,浦江仪通,5,五区,0579-84136666,pjyt,0
金华市金东区赤松路408号,330700,金华市,SJ1536,金华金煌汽车销售服务有限公司,330703,金东区,544,29.12995,119.676315,142287,张海峰,330000,浙江省,金华金煌（大昌）别克4S店,5,五区,4008900402,jhjh,0
嘉兴市城北路1699号,330400,嘉兴市,SJ1560,嘉兴永达通诚汽车销售服务有限公司,330402,南湖区,289,30.795011,120.732271,142287,张海峰,330000,浙江省,嘉兴永达通诚,5,五区,4008908185,jxyd,0
海宁市海宁大道与洛隆路交叉口,330400,嘉兴市,SJ1561,海宁市泽宇汽车销售服务有限公司,330481,海宁市,290,30.5338951,120.6666505,142287,张海峰,330000,浙江省,海宁泽宇,5,五区,4008908197,hnzy,0
嘉兴市广益路1338号汽车商贸园品牌区3号,330400,嘉兴市,SJ1562,嘉兴兴通汽车销售有限公司,330402,南湖区,291,30.7357864,120.8074665,142287,张海峰,330000,浙江省,嘉兴兴通,5,五区,4008906642,jxxt,0
桐乡市振东新区桐乡汽车商贸城一区7号,330400,嘉兴市,SJ1563,桐乡怡通汽车销售服务有限公司,330483,桐乡市,292,30.627165,120.58732,142287,张海峰,330000,浙江省,桐乡怡通,5,五区,4008908186,txyt,0
义乌市西城路1239号,330700,金华市,SJ1565,浙江伟邦汽车销售服务有限公司,330782,义乌市,295,29.30049,120.03581,142287,张海峰,330000,浙江省,浙江伟邦,5,五区,4008908196,zjwb,0
嘉善县城西大道518号,330400,嘉兴市,SJ1566,嘉善爱众汽车销售服务有限公司,330421,嘉善县,299,30.8206,120.8956,142287,张海峰,330000,浙江省,嘉善爱众,5,五区,4008908785,jsaz,0
浙江省义乌市城北路商城学校斜对面,330700,金华市,SJ1529,义乌市征通汽车销售服务有限公司,330782,义乌市,1148,29.365734,120.059093,142287,张海峰,330000,浙江省,义乌征通,5,五区,0579-85991390,ywzt,0
嘉兴市永高路258号（捷群公司内2号楼）,330400,嘉兴市,SJ2502,嘉兴康桥银源汽车销售服务有限公司,330402,南湖区,643,30.73646,120.724838,142287,张海峰,330000,浙江省,康桥银源,5,五区,4008908796,kqyy,0
武义县白洋街道白溪口村村民委员会综合楼,330700,金华市,SJ1058,武义金盛汽车贸易有限公司,330723,武义县,917,28.921169,119.840949,142287,张海峰,330000,浙江省,武义金盛,5,五区,0579-87730909,wyjs,0
义乌市后宅街道城北路与起航路交叉口,330700,金华市,SJ1599,义乌市金硕行汽车销售服务有限公司,330782,义乌市,923,29.371403,120.065046,142287,张海峰,330000,浙江省,义乌金硕行,5,五区,057986236666,,0
安阳市光明路与长江大道交叉口向北50米路东,410500,安阳市,SJ5652,安阳骏越汽车销售服务有限公司,410502,文峰区,557,36.055776,114.421274,142034,李晓光,410000,河南省,安阳骏越别克,4,四区,4008906232,ayjybk,0
新乡市新中大道与长济高速向北200米路西,410700,新乡市,SJ5653,新乡威佳兴通汽车销售服务有限公司,410711,牧野区,598,35.370564,113.937109,142034,李晓光,410000,河南省,新乡威佳兴通,4,四区,4008906231,wjbk,0
河南省滑县道口镇解放北路,410500,安阳市,SJ2614,滑县金裕通汽车服务有限公司,410526,滑县,1142,35.597019,114.532557,142034,李晓光,410000,河南省,滑县金裕通,4,四区,0372-8669333,hxjyt,0
河南省焦作市迎宾路沙河桥南100米富源汽车城内,410800,焦作市,SJ5656,焦作源博祥汽车销售服务有限公司,410821,修武县,644,35.161769,113.270501,142034,李晓光,410000,河南省,焦作源博祥,4,四区,4008900295,jzybx,0
河南省焦作市人民路与普济路交叉口向西5公里,410800,焦作市,SJ1653,焦作市新纪元汽车销售服务有限公司,410802,解放区,167,35.20721144,113.1484672,142034,李晓光,410000,河南省,焦作新纪元,4,四区,4008906708,jzxjy,0
河南省安阳市文昌大道中段鼎龙汽贸院内,410500,安阳市,SJ1659,安阳市新纪元汽车销售服务有限公司,410502,文峰区,181,36.077151,114.378055,142034,李晓光,410000,河南省,安阳新纪元,4,四区,4008906705,ayxjy,0
河南省鹤壁市淇滨区107国道与渤海路交叉口50米路东,410600,鹤壁市,SJ2650,河南省鹤壁市鹤阔汽车销售服务有限公司,410611,淇滨区,235,35.77279,114.24794,142034,李晓光,410000,河南省,鹤壁鹤阔,4,四区,0392-2205555,hbhh,0
