id,name,lng,lat,province,city,address,phone_service,phone_seal,website,phone
969,天津华苑中北镇分店,117.048693,39.124794,天津,天津,天津市西青区中北镇京福公路与营建支路交口西北侧50米,13803033377,13820755277,tjhy_zbz,
1021,天津庞大丰雅南开区分店,117.144743,39.137404,天津,天津,天津市南开区咸阳路74号,022-86907120,022-83577718,pdfy_nk,
1032,天津奥嘉王庆坨分店,117.075867,39.375140,天津,天津,天津市武清区王庆坨镇金威新天地1-1,022-59691587,022-59692266,aj_wqt,
1044,天津奥德行津盛西青分店,117.278448,39.003676,天津,天津,西青经济开发区大寺高新技术产业园储华道5号,,022-28766788,tjadhjs_xq,
241,石家庄新华,114.469225,38.091485,河北,石家庄,石家庄市北二环西路与泰华街交叉口西南角（水上公园东门北行1000米路西）,0311-87733688|13333385701,0311-87733888|13333385702,sjzxh,
242,石家庄裕华,114.631505,38.041829,河北,石家庄,石家庄市高新区长江大道与华山街交口北行50米路东（卓达星辰广场对面）,0311-85087000|,0311-85069999|13333385630,sjzyh,
243,石家庄纪元,114.521293,38.007525,河北,石家庄,石家庄市南二环东路3号付1号,0311-85219555,0311-85255566,sjzjy,
388,石家庄纪元辛集分店,115.223668,37.967987,河北,石家庄,辛集市北外环东段(庞大汽车超市院内),0311-83272001,0311-83272000,sjzjy_xj,
625,石家庄建华,114.558821,38.077697,河北,石家庄,河北省石家庄市长安区北二环东路86号（国际汽车园区）,0311-68096999,0311-68096888,jhft,
741,石家庄纪元鹿泉分店,114.324814,38.080862,河北,石家庄,河北省石家庄市鹿泉市龙泉路48号,0311-82205400,0311-82205400,sjzjy_lu,
909,石家庄纪元正定分店,114.552553,38.140179,河北,石家庄,石家庄市正定县车站南大街156号,0311-89190001,0311-89190006,sjzjy_zd,
239,唐山冀东,118.203929,39.621643,河北,唐山,唐山市路南区永红桥西侧路南,0315-2822066|       0315-2832999,0315-2829718|       0315-2829798,tsjd,
240,唐山弘德,118.207801,39.597512,河北,唐山,唐山市路南区南外环路汽车工业园区232号,0315-2969292,0315-2969788,tshd,
378,唐山冀东遵化分店,117.959244,40.148347,河北,唐山,遵化市西留村乡白方寺村,13373158119,13373158116,tsjd_zh,
521,唐山冀东唐海分店,118.429600,39.273940,河北,唐山,唐海路与沿海路交口庞大汽贸院内,0315-5079191|0315-5070099,0315-5079090,tsjd_th,
522,唐山弘德滦县分店,118.759700,39.755070,河北,唐山,唐山市滦县205国道立交桥段南侧庞大汽贸城,0315-5037799,0315-5037788,tshd_lx,
599,唐山冀东滦南分店,118.687204,39.519821,河北,唐山,唐山市滦南县城南大街南侧庞大汽贸西侧,0315-4165033,0315-4165003,tsjdln,
762,唐山冀东高新区分店,118.175562,39.729561,河北,唐山,高新区技术开发区郑庄子乡前白寺口村西(老唐丰路收费站北行1.2公里路东),0315-3162788|0315-3162788,0315-3162588,tsjdgxq,
863,唐山弘德迁西分店,118.338610,40.173396,河北,唐山,河北省唐山市迁西县彩虹桥北2公里路东,0315-5768088,0315-5766088 ,tshd_qx,
910,唐山弘德玉田分公司,117.717909,39.901457,河北,唐山,唐山市玉田县西外环银河中学东侧,0315-5053009,0315-5053008,tshd_yt,
912,唐山弘德乐亭分公司,118.266798,39.638522,河北,唐山,唐山市乐亭金融街与东外环交叉口庞大汽车园,0315-4081806,0315-4081000 ,tshd_lt,
1023,唐山冀东开平分店,118.207706,39.597549,河北,唐山,唐山市开平区开越路汽车工业园区,,,tsjd_kp,
1052,迁安润达<em style='color:red;font-style:normal;'>【暂停服务】</em>,118.592276,40.011381,河北,唐山,迁安市杨店子镇政府南行100米,0315-7856666,0315-5350688,qard,
249,秦皇岛龙之俊,119.536490,39.944578,河北,秦皇岛,秦皇岛经济技术开发区峨嵋山北路新管委会西侧,0335-5999996,0335-5955555,qhdlzj,
523,秦皇岛龙之俊青龙分店,118.915061,40.423161,河北,秦皇岛,秦皇岛市青龙满族自治县逃军山村南庞大汽博城,0335-7996868,0335-7996969,qhdlzj_ql,
624,秦皇岛东港,119.634824,39.974624,河北,秦皇岛,秦皇岛海港区东港北路东侧,0335-8938888,0335-3589999,qhddg,
743,秦皇岛龙之俊昌黎分店,119.232188,39.695551,河北,秦皇岛,秦皇岛市昌黎县葛条港乡解官营村昌黄公路南侧庞大汽车园内,0335-5965909,0335-5861555,qhdlzj_cl,
889,秦皇岛东港抚宁分店,119.275275,39.889523,河北,秦皇岛,秦皇岛市抚宁区抚宁镇钟庄村环城东路西侧,0335-8938888&lt;/br&gt;0335-8873333,0335-6010785,dgfnfd,
246,邯郸环东,114.543899,36.649888,河北,邯郸,邯郸市开发区东环路北首路东联华汽车广场,0310-7122599,0310-7122666,hdjh,
532,邯郸庞大龙盛,114.476424,36.654989,河北,邯郸,邯郸市复兴区北环路88号现代(邯郸)汽贸城内3-8号,0310-8198566,0310-8198558,hdpd,
248,邢台威龙,114.492259,37.110637,河北,邢台,邢台市桥西区郭守敬大道中段蓝池集团,0319-2616677,0319-2616666,xtwl,
626,邢台丰和,114.558343,37.127822,河北,邢台,邢台市北外环龙岗东大街邢台汽车城内（森林公园东行3.5公里路北）,0319-5907999,0319-5250001,xtfh,
760,邢台威龙邢台分公司,114.455760,37.105331,河北,邢台,邢台市邢州大道蓝池汽车物流园内,0319-2139977,0319-2139966,xtwl_xt,
913,邢台威龙宁晋分店 ,114.908823,37.634805,河北,邢台,河北省邢台市宁晋县西三环东侧、庆和街南侧,0319-5821636,0319-5512277,xtwl_nj,
1030,邢台丰和任县分店,114.769967,37.174630,河北,邢台,邢台市任县河头华海物流园区丰和丰田,0319-7551999,0319-7553111,xtfh_rx,
244,保定轩宇诗,115.474904,38.909528,河北,保定,保定市朝阳北大街1255号,0312-3187715<br>0312-3180452,0312-3187711|0312-3187712,bdxys,
421,保定通泰,115.500444,38.823008,河北,保定,保定市南二环路2118号（高保路口西行100米路南）,0312-2128222,0312-2128111,bdtt,
988,保定庞大丰煜,115.492168,38.758285,河北,保定,河北保定清苑区和平大街363号,0312-8090055,0312-8090058|0312-8090059,bdpd,
1053,涿州朝阳嘉和,115.970510,39.455293,河北,保定,河北省涿州市107国道长城桥南1000米路东朝阳嘉和丰田汽车,0312-3719880/3719887,0312-3719899,zzcyjh,
247,张家口华铃,114.930536,40.704413,河北,张家口,张家口市宣化县沙岭子镇屈家庄,0313-5910999,0313-5910888,zjkhl,
862,张家口华铃张北分店,114.708797,41.153311,河北,张家口,河北省张家口市张北县顺达汽配城院内1号楼,0313-5856009,0313-5856006,zjkhl_zb,
914,华铃赤城分公司,115.865958,40.885324,河北,张家口,张家口赤城县张家窑华铃丰田,0313-5609998,0313-5609996,zjkhl_cc,
915,张家口华铃宣化分店,115.037759,40.617048,河北,张家口,河北省张家口市宣化区柳川河东路柳泉公寓11号,0313-5969988,0313-5969966 ,zjkhl_xh,
916,张家口华铃蔚县分店,114.599257,39.837615,河北,张家口,张家口市蔚县建设南大街广场东华铃丰田,0313-5689998,0313-5689997,zjkhl_yx,
917,华铃市区分公司,114.906374,40.826967,河北,张家口,张家口市桥东区五一东大街东山招待所以东300米,0313-5869006,0313-5869056,zjkhl_sq,
1046,张家口华铃丰田怀来分店,115.504694,40.425977,河北,张家口,张家口市怀来县沙城镇西外环110国道顺成检测厂门口,0313-5939998,0313-5939996,zjkhl_hl,
370,承德弘冀行,117.990576,40.893421,河北,承德,承德市开发区大石庙镇太平庄庞大汽车城,0314-2208222|0314-2200808,0314-2208800|0314-2201100,cdhjh,
245,沧州运捷,116.902397,38.296131,河北,沧州,沧州市新华区东外环南路1号,0317-3520268,0317-3520266|0317-3507777,czyj,
627,沧州庞大丰致,116.827624,38.340626,河北,沧州,沧州市高新技术产业开发区西安路南侧25号,03172176699,03172176688,czpdfz,
742,沧州运捷任丘分店,116.126562,38.743176,河北,沧州,河北省沧州市任丘市燕山北道林业局路口,0317-2320002,0317-2320001,czyj_rq,
1050,沧州联盛丰田,116.905994,38.350828,河北,沧州,沧州市新华区小赵庄乡赵官屯村长芦北大道东侧（佳兴物流园对面）,0317-3091919,0317-3090909,czls,
1051,任丘市运诚丰田,116.127204,38.749245,河北,沧州,任丘市燕山北道中建七局南运诚丰田4S店,0317-2320002,0317-2320001,rqyc,
250,廊坊奥德行,116.769451,39.580317,河北,廊坊,廊坊市经济技术开发区四海路139号,0316-6085188,0316-6085188,lfadh,
238,衡水裕华,115.738451,37.728841,河北,衡水,衡水市桃城区胜利东路1898号,0318-6882333|,0318-6880688|13831895233  ,hsyh,
918,衡水裕华开发区分店,115.738422,37.728699,河北,衡水,衡水市胜利东路1898号,0318-6882333,15612800336,hsyh_cmdjzt,
285,太原大昌,112.604838,37.801030,山西,太原,太原市太榆路与南中环桥西北角,0351-8785888,0351-8785588,tydc,
287,太原金谷源,112.592805,37.843663,山西,太原,太原市建设南路365号（山姆士北侧）,0351-7047773|0351-7047771,0351-7047775|0351-8335227,tyjgy,
506,太原金谷源古交分店,112.164792,37.921502,山西,太原,古交市河口镇河口村南苑小区,0351-7047771,0351-5161611,tyjgy_gj,
604,太原庞大丰扬,112.556981,37.814507,山西,太原,太原市万柏林区新晋祠路汇豪新能源汽车城,0351-7782211|0351-7782233,0351-5687666,typdfy,
895,太原金谷源清徐分店,112.592422,37.843694,山西,太原,山西省太原市建设南路365号,0351-5965959,0351-5296788 ,tyjgy_qx,
964,太原东龙 <em style='color:red;font-style:normal;'>【暂停服务】</em>,112.568547,37.760073,山西,太原,太原市小店区平阳南路153号,0351-8296333,0351-8596555,tydl,
293,大同合远,113.263876,40.047674,山西,大同,大同市南环西延庞大汽车园区东侧,0352-7151999,0352-7183666,dthy,
756,大同合远南郊分店,113.323692,40.069951,山西,大同,大同市南环东1号（武警支队对面）,0352-7184666,0352-7183666,dthy_nj,
981,大同凯泰,113.322663,40.068937,山西,大同,大同市城区南环路东一号凯泰丰田4S店,0352-5055661,0352-5056678,dtkt,
374,阳泉联华,113.628161,37.870668,山西,阳泉,阳泉市经济技术开发区大连东路,0353-3317333,0353-3312333,yqlhft,
291,长治大昌,113.089311,36.185910,山西,长治,长治市长晋二级路(康宝集团对面),0355-3522777|0355-3522999,0355-3522222|0355-8866666,czdc,
290,晋城华洋,112.886935,35.505518,山西,晋城,晋城市开发区兰花路北段,0356-2181122,0356-6996686,jchy,
641,朔州致远,112.385286,39.337016,山西,朔州,朔州市朔城区照什八庄村(西环路与市府街交汇口),0349-6688000,0349-6688666,sxszzy,
292,晋中航田,112.687919,37.731647,山西,晋中,晋中市汇通北路387号,0354-2462988,0354-2444888,jzlt,
639,晋中中部,112.750129,37.662248,山西,晋中,晋中是榆次区汇通南路东侧(环城南路以北400米),0354-3999297,0354-3998806,jzzb,
289,运城黄河,110.985129,35.063767,山西,运城,山西省运城市黄河大道中段 一汽丰田运城黄河4S店,0359-2126111,0359-2122222,ychh,
640,运城锦华,111.033409,35.069917,山西,运城,运城市机场大道中段路南,0359-3939999,0359-3936666,ycjh,
754,运城黄河河津分店,110.706171,35.581404,山西,运城,山西省河津市永兴西路南,0359-8711016,0359-8711008,ychh_hj,
416,忻州大昌,112.732002,38.497413,山西,忻州,忻州市忻顿路大昌汽贸园(开发区汽车城),0350-3129000,0350-3128000,xzdc,
288,临汾锦华,111.485155,36.032598,山西,临汾,临汾市尧庙镇大韩村口,0357-3166399,0357-3166388,lfjh,
755,临汾锦华屯里分店,111.485151,36.032598,山西,临汾,临汾市尧都区尧庙镇大韩村口,0357-3188889,0357-3188889,lfjh_tl,
362,吕梁瑞华,111.100490,37.504255,山西,吕梁,吕梁市离石区高速西口往西100米(聚富汽贸园内),0358-8337666,0358-8337888,llrh,
1,呼和浩特康泰,111.671593,40.869280,内蒙古,呼和浩特,呼和浩特市新城区呼伦贝尔北路3号(新城区政府北300米),0471-2217188|0471-2217288,0471-2217888|0471-2217666,hhhtkt,
319,呼和浩特金川,111.564867,40.802788,内蒙古,呼和浩特,呼和浩特金川开发区汇金路东侧（金川文化广场西转盘北50米）,0471-8900055,0471-8900066,hhhtjc,
621,呼和浩特中升,111.811373,40.875324,内蒙古,呼和浩特,呼和浩特市赛罕区巴彦镇黑土凹村利丰汽车园,0471-3240033,0471-3240099,hhhtzs,
2,包头信得惠,109.878345,40.650348,内蒙古,包头,包头市青山区友谊大街东段五一小区(31号),0472-5188001|0472-5188002,0472-5188011|0472-5188012,btxdh,
620,包头中升 <em style='color:red;font-style:normal;'>【暂停服务】</em>,109.956155,40.593901,内蒙古,包头,内蒙古自治区包头市稀土高新区滨河新区210国道东侧，机场高速北侧（利丰汽车园，江淮汽车4S店东200米）,0472-6191177,0472-6191188,btzs,
453,乌海庞大泓程,106.844407,39.706171,内蒙古,乌海,乌海市海勃湾区林荫大道与沃野路交叉口东南角,0473-3017777,0473-3018888,whpd,
464,赤峰利丰,118.922561,42.338573,内蒙古,赤峰,赤峰市红山区物流园区2幢（辽河路西五街）科目三考场利丰新园区院内,0476-8771650|0476-8771692,0476-8772123|0476-8772321,cfkt,
588,赤峰名派,118.948184,42.315618,内蒙古,赤峰,内蒙古自治区赤峰市红山区桥北物流园区赤锡路80号,0476-8872345,0476-8662345,cfmp,
417,通辽川达,122.227555,43.650309,内蒙古,通辽,通辽市经济开发区瑞丰汽车城  创业大道与兴工大街交汇处,0475-8623337,0475-8623336,tlcd,
622,霍林郭勒运通宏业,119.668930,45.468381,内蒙古,通辽,霍林郭勒市304国道西侧工业园区北侧,0475-7921777|0475-7823029,0475-7967777,hlglythy,
3,鄂尔多斯北苑,110.113098,39.793964,内蒙古,鄂尔多斯,鄂尔多斯市东胜区塔拉壕镇包府汽车城N座,0477-8101616|0477-8101212,0477-8101288|0477-8101583,byft,
546,鄂尔多斯康泰,110.044784,39.814011,内蒙古,鄂尔多斯,鄂尔多斯市东胜区乌审东街东联中学向东2公里处（加气站旁),0477-8103567|0477-8103289（传真）|,15661498126|0477-8103789,erdstk,
515,呼伦贝尔庞大龙盛,119.781300,49.247630,内蒙古,呼伦贝尔,内蒙古呼伦贝尔市海拉尔区尼尔基路87号(庞大汽贸园区),0470-8578222,0470-8558111,pdls,
623,巴彦淖尔川河,107.516431,40.813939,内蒙古,巴彦淖尔,内蒙古自治区巴彦淖尔经济技术开发区富源北路,0478-7861777,0478-7866777,byne,
576,兴安盟龙晟,121.953200,46.079089,内蒙古,兴安盟,内蒙古兴安盟科右前旗工业园区天骄路2号鑫华玉龙晟丰田4S店,0482-8395999,0482-8395666,xamls,
1045,兴安盟龙晟科右中旗分店,121.989243,46.075205,内蒙古,兴安盟,内蒙古兴安盟科尔沁右翼中旗巴彦呼舒镇前德门居委会12街,0482-4661333,0482-4697777、0482-4795555,xamls_kyzq,
514,锡盟利丰,116.080013,43.958236,内蒙古,锡林浩特,锡林浩特市经济开发区火车站北500米利丰汽车园区,0479-6919333,0479-6919990,xmdc,
1031,乌海庞大泓程阿拉善盟分店,105.677619,38.841624,内蒙古,阿拉善盟,内蒙古阿拉善盟左旗乌巴路口金合众汽车城丰田店,0483-8597885,0483-8597888,pdhc_alsm,
22,沈阳华通,123.506216,41.821187,辽宁,沈阳,沈阳市大东区东陵西路2号(沈阳沈海热电厂对面),024-88426688|024-88421688,024-88458588|024-88458577,syht,
23,沈阳于洪,123.290265,41.800777,辽宁,沈阳,沈阳市于洪区沈大路83号,024-85831088|024-25310707,024-85830008|024-85831118,syyh,
24,沈阳金廊,123.467844,41.729985,辽宁,沈阳,沈阳市浑南新区汇泉路88号,024-23818666,024-23812381,syjl,
25,沈阳铁西华通,123.394852,41.807643,辽宁,沈阳,沈阳市铁西区北二东路17-4号,024-25111999|024-25111509,024-25111666|024-25111777,sytxht,
406,沈阳于洪新民分店,122.861766,41.976233,辽宁,沈阳,新民市八里铺私营企业村,024-27519990,024-27519991,syyh_xm,
618,沈阳中升,123.382215,41.697549,辽宁,沈阳,沈阳市和平区胜利南大街九洲湾景汇南行2公里(165公交车加工厂宿舍站点),024-31041188,024-31805111,syzs,
946,沈阳中晨先锋,123.448591,41.856839,辽宁,沈阳,沈阳市皇姑区金山路91号,024-86875000,024-86527888,syzcxf,
4,大连中升,121.622581,39.022188,辽宁,大连,大连市甘井子区华北路759号,0411-39792277,0411-39790222|0411-39792282,dlzs,
5,大连机场迎宾中升,121.556681,38.963855,辽宁,大连,大连市甘井子区机场前虹港路13号,0411-39790333,18624499559,dlybzs,
6,大连裕德,121.584149,38.969546,辽宁,大连,大连市甘井子区山东路80-1号,0411-39505501<br>0411-39505507,0411-39505500|0411-39505555,dlyd,
7,大连新盛荣,39.078570,121.769821,辽宁,大连,大连市金州区五一路999号,0411-87851121,4009317302,dlxsr,
368,大连保税区华通,121.845887,39.050164,辽宁,大连,大连保税区护港路42号,0411-88018333|15542599002,0411-87327979|0411-87588101,dlbsqht,
833,大连保税区华通中山分店,121.674368,38.925646,辽宁,大连,大连市中山区鲁迅路153-1号,0411-82951177,0411-82950066,dlbsqht_zs,
982,大连荣辉通达,122.918690,39.728180,辽宁,大连,庄河市三环大街汽贸集团院内（西王岚西437米）,0411-86076777,0411-86076888,rhtd,
28,鞍山北方,122.952818,41.148735,辽宁,鞍山,鞍山市千山区西环路76号,0412-2530099,0412-2530088,asbf,
615,海城南环,122.731800,40.838701,辽宁,鞍山,海城市毛祁镇山后村38号水鸭屯立交桥东走100米,0412--3425111,0412-3405111,hcnh,
947,鞍山九州,123.058820,41.183597,辽宁,鞍山,辽宁省鞍山市立山区胜利北路812号,0412-2564444,0412-2564999,asjz,
495,抚顺沈抚,123.906981,41.892179,辽宁,抚顺,抚顺经济开发区春华路26号,024-56441111,024-56635678  53828888,fssf,
616,本溪金廊,123.736258,41.315255,辽宁,本溪,辽宁省本溪市溪湖区彩屯北路26号,0414-2996666,0414-2998888,bxjl,
9,丹东弘泰,124.351013,40.131154,辽宁,丹东,丹东市振兴区花园路108号(金东加油站对面),0415-2159111|0415-2159333,0415-2152345,ddht,
538,丹东弘泰东港分店,124.171384,39.917224,辽宁,丹东,东港市江海明珠丹东方向前行300米(进港路路口万顺汽车城),0415-6622678,0415-6622567,ddht_dg,
27,锦州川达,121.142910,41.087294,辽宁,锦州,锦州市高新区南广路216号,0416-2667111|0416-2667113,0416-2667075|0416-2667088,jzcd,
8,营口红运,122.282190,40.673282,辽宁,营口,营口市站前区渤海大街东段89号,0417-2853333,0417-2828888,ykhy,
619,营口川达红运,122.116392,40.214913,辽宁,营口,辽宁省 营口市鲅鱼圈区熊岳高速口（大连方向）对过200米,0417-5541111,0417—5549999,ykcdhy,
930,营口红运大石桥分店,122.536749,40.607977,辽宁,营口,辽宁省营口市大石桥南外环红运丰田4S店（广联家居东行500米路北）,0417-5283333,0417-5283333,ykhy_dsq,
357,阜新全泰,121.614599,42.001293,辽宁,阜新,阜新市经济开发区沙海桥西300米,0418-2968777,0418-2968666,fxqt,
408,辽阳繁荣,123.135252,41.300704,辽宁,辽阳,辽阳市太子河区繁荣路中段一汽丰田4S店(四院西20米),0419-2995009&lt;br /&gt;,0419-2995555&lt;br |&gt;0419-2392777,lyfr,
26,盘锦利星,122.056709,41.158207,辽宁,盘锦,盘锦市兴隆台区辽河中路城中花园北300米,0427-2875333,0427-2213888,pjlx,
617,盘锦伯骐,122.042434,41.095092,辽宁,盘锦,盘锦市田家镇中华中路马圈子路口南200米,0427-8696789,0427-8600000,pjbq,
478,铁岭金惠源,123.772957,42.222255,辽宁,铁岭,铁岭经济开发区机动车交易市场园区帽山街1号,024-74292960,024-74291666,tljhy,
349,朝阳川达,120.438028,41.542139,辽宁,朝阳,朝阳市双塔区龙山街四段824号,0421-3303666<br>0421-3303333,0421-3302233|0421-3302244,cycd,
1040,朝阳立达,120.396619,41.559474,辽宁,朝阳,辽宁省朝阳市龙城区西大营子镇北山村44C号,0421-7172221,0421-7172211,cyld,
29,葫芦岛于洪川达,120.863448,40.731435,辽宁,葫芦岛,葫芦岛市龙港区龙湾大街60号,0429-3183624|0429-3183540,0429-3187111|0429-3187222,hldyhcd,
735,葫芦岛于洪川达绥中分店,120.304876,40.320613,辽宁,葫芦岛,葫芦岛市绥中县大台山果树农场西侧北外环东侧,0429-6781888,0429-6533555,hldyhcd_sz,
10,长春东环,125.401501,43.864766,吉林,长春,长春经济技术开发区浦东路2409号,0431-84639226|0431-84639640,0431-84641199|0431-84677000,ccdh,
11,长春华阳,125.278763,43.882570,吉林,长春,长春市汽贸开发区正阳街3052号,0431-87646111|0431-87645111,0431-87646000,cchy,
12,长春金山,125.252678,43.822194,吉林,长春,长春高新区蔚山路3939号,0431-85524999|0431-85557999,0431-85512555|0431-85802222,ccjs,
585,长春一汽服贸,125.393311,43.773690,吉林,长春,长春市净月开发区生态东街与天泽路交汇,0431-81872300,0431-81872333,chyqfm,
13,吉林瑞孚,126.588231,43.812799,吉林,吉林,吉林市高新区南山街2488号(彩虹桥钢材市场对面),0432-66569999,0432-65086666,jlrf,
14,吉林神华,126.562735,43.814391,吉林,吉林,吉林市高新区深圳街103号,0432-64630888,0432-64638888,jlsh,
613,四平长久博丰,124.462838,43.132637,吉林,四平,吉林省四平市铁东区经济开发大路5282号,0434-3363555,0434-3363666,spcjbf,
614,辽源龙福,125.202857,42.871210,吉林,辽源,辽源市车管所（3路车终点）东500米,0437-3169000<br>0437-3169222,0437-3169111|0437-3169555,lylf,
601,通化华阳,125.988555,41.785594,吉林,通化,通化市医药高新区雪花路与鹤大公路交汇处东行200米,0435-3380777,0435-3380666,thhy,
987,通化华阳梅河口分店,125.669340,42.542711,吉林,梅河口,梅河口市北环西路长安检测线对面,0435-4803399,0435-4802288,thhy_mhk,
534,一汽松原金山,124.793898,45.135930,吉林,松原,松原市经济技术开发区西郭尔罗斯大路2555号,0438-2813335,0438-2717999,syjs,
943,白城经开,122.839732,45.581131,吉林,白城,白城市洮白公路888号融展汽车产业园一汽经开丰田4S店,0436-5089222,0436-5085777,bcjk,
358,延边金山,129.590035,42.904934,吉林,延边,延吉市经济技术开发区长白山东路南侧,0433-2898588,0433-2898188,ybjs,
15,哈尔滨华通,126.696136,45.757856,黑龙江,哈尔滨,哈尔滨市南岗区嵩山路87号,0451-88620088,0451-88868889,hebht,
16,哈尔滨龙晟,126.662436,45.737837,黑龙江,哈尔滨,哈尔滨市香坊区和平路34号,0451-82022222,0451-88877777,hebls,
17,哈尔滨运通,126.716245,45.754035,黑龙江,哈尔滨,哈尔滨市南岗区南直路129号,0451-55173502,0451-55173999,hebyt,
18,哈尔滨中升,126.756638,45.780903,黑龙江,哈尔滨,哈尔滨市道外区先锋路7号,0451-85922000,0451-88878889,hrbzs,
21,齐齐哈尔骏合,123.937560,47.310804,黑龙江,齐齐哈尔,齐齐哈尔市龙沙区永安南大街131号,0452-6199955|0452-6199966,0452-6199977|0452-6199988,qqhejh,
734,哈尔滨运通五常分店,127.152519,44.922866,黑龙江,哈尔滨,五常市建设大街21号,0451-53507567,0451-53507567,hrbyt_wc,
